account_id,customer_id,account_type,branch_id,open_date,currency,status,current_balance,avg_monthly_balance,linked_accounts
ACC-000046,CUST-000023,Current,BR-000178,2021-01-27,INR,Active,5475.377422883684,30140.81,
ACC-000047,CUST-000024,Business,BR-000167,2021-12-15,AED,Active,264578.47365831496,575063.56,ACC-000048;ACC-000049;ACC-000050;ACC-000051
ACC-000048,CUST-000024,Current,BR-000167,2020-05-22,INR,Active,801431.718564155,873117.14,ACC-000047;ACC-000049;ACC-000050;ACC-000051
ACC-000049,CUST-000024,Business,BR-000167,2019-10-27,INR,Active,181376.16853354493,209690.0,ACC-000047;ACC-000048;ACC-000050;ACC-000051
ACC-000050,CUST-000024,Business,BR-000167,2019-10-01,GBP,Dormant,1033287.1,1033287.1,ACC-000047;ACC-000048;ACC-000049;ACC-000051
ACC-000051,CUST-000024,Business,BR-000167,2024-12-02,INR,Active,634782.3384516503,776361.7,ACC-000047;ACC-000048;ACC-000049;ACC-000050
ACC-000052,CUST-000025,Current,BR-000160,2024-07-01,GBP,Active,3050.4489162212735,7975.95,ACC-000053
ACC-000053,CUST-000025,Current,BR-000160,2024-05-20,INR,Active,322084.52018171886,150516.57,ACC-000052
ACC-000054,CUST-000026,Current,BR-000074,2023-03-20,INR,Active,1547.636410207656,8330.51,ACC-000055;ACC-000056
ACC-000055,CUST-000026,Current,BR-000074,2023-04-03,INR,Active,610.5369100297685,4152.92,ACC-000054;ACC-000056
ACC-000056,CUST-000026,Current,BR-000074,2022-10-11,INR,Active,3894.37711887361,29423.88,ACC-000054;ACC-000055
ACC-000057,CUST-000027,Current,BR-000089,2024-09-15,AED,Active,0.3780503598576588,16778.65,
ACC-000058,CUST-000028,Current,BR-000016,2023-11-28,INR,Active,0.03114806543822457,4433.62,
ACC-000059,CUST-000029,Savings,BR-000173,2023-11-18,INR,Active,0.2302217516360473,9195.21,ACC-000060
ACC-000060,CUST-000029,Current,BR-000173,2023-05-22,INR,Active,1.4663201898471483,5002.78,ACC-000059
ACC-000061,CUST-000030,Savings,BR-000154,2024-10-20,EUR,Active,3.491500635936001,973.91,ACC-000062;ACC-000063
ACC-000062,CUST-000030,Savings,BR-000154,2024-02-20,EUR,Active,2042.583051178828,2119.55,ACC-000061;ACC-000063
ACC-000063,CUST-000030,Savings,BR-000154,2024-05-21,INR,Active,6179.296360076202,5502.67,ACC-000061;ACC-000062
ACC-000064,CUST-000031,Savings,BR-000120,2024-03-06,INR,Active,114.16158323083118,15612.25,ACC-000065
ACC-000065,CUST-000031,Current,BR-000120,2024-12-19,INR,Dormant,793856.2460977817,793856.25,ACC-000064
ACC-000066,CUST-000032,Savings,BR-000030,2023-10-04,EUR,Active,39700.26915830462,86841.3,ACC-000067
ACC-000067,CUST-000032,Savings,BR-000030,2024-07-27,GBP,Active,136581.6739068423,157429.36,ACC-000066
ACC-000068,CUST-000033,Investment,BR-000111,2024-11-08,INR,Active,73143.53604413081,208357.82,
ACC-000069,CUST-000034,Business,BR-000093,2024-08-17,EUR,Active,411940.96859227336,1319401.15,ACC-000070;ACC-000071;ACC-000072;ACC-000073
ACC-000070,CUST-000034,Current,BR-000093,2024-02-24,INR,Active,2581394.078578697,2653167.68,ACC-000069;ACC-000071;ACC-000072;ACC-000073
ACC-000071,CUST-000034,Current,BR-000093,2024-03-18,INR,Active,4363425.019420433,2537182.11,ACC-000069;ACC-000070;ACC-000072;ACC-000073
ACC-000072,CUST-000034,Current,BR-000093,2024-05-26,INR,Active,1486662.5808180599,1659978.58,ACC-000069;ACC-000070;ACC-000071;ACC-000073
ACC-000073,CUST-000034,Business,BR-000093,2024-10-21,INR,Active,1637757.6688880064,2085180.8,ACC-000069;ACC-000070;ACC-000071;ACC-000072
ACC-000074,CUST-000035,Current,BR-000038,2022-01-06,GBP,Active,183051.00210622803,166301.68,ACC-000075
ACC-000075,CUST-000035,Current,BR-000038,2021-05-28,EUR,Active,82366.0619770143,103268.62,ACC-000074
ACC-000076,CUST-000036,Current,BR-000155,2024-07-20,INR,Active,464587.68787812744,219603.99,ACC-000077
ACC-000077,CUST-000036,Current,BR-000155,2024-09-17,INR,Active,30517.80020024923,15638.28,ACC-000076
ACC-000078,CUST-000037,Business,BR-000102,2021-07-03,INR,Active,679006.8345406131,741988.2,ACC-000079;ACC-000080;ACC-000081;ACC-000082
ACC-000079,CUST-000037,Business,BR-000102,2021-12-26,INR,Active,684896.3887453832,815605.99,ACC-000078;ACC-000080;ACC-000081;ACC-000082
ACC-000080,CUST-000037,Current,BR-000102,2024-03-13,EUR,Active,527143.4434949303,547839.62,ACC-000078;ACC-000079;ACC-000081;ACC-000082
ACC-000081,CUST-000037,Current,BR-000102,2022-10-30,INR,Active,160339.65746231272,219311.36,ACC-000078;ACC-000079;ACC-000080;ACC-000082
ACC-000082,CUST-000037,Current,BR-000102,2023-05-14,INR,Active,222731.01973484107,301711.07,ACC-000078;ACC-000079;ACC-000080;ACC-000081
ACC-000083,CUST-000038,Savings,BR-000005,2019-12-14,INR,Active,128903.04389495897,234194.31,ACC-000084;ACC-000085
ACC-000084,CUST-000038,Savings,BR-000005,2024-09-26,USD,Active,222328.10266450318,218915.06,ACC-000083;ACC-000085
ACC-000085,CUST-000038,Savings,BR-000005,2019-09-06,USD,Active,156112.04473431906,164485.02,ACC-000083;ACC-000084
ACC-000086,CUST-000039,Business,BR-000086,2020-03-10,GBP,Active,696458.9418121085,930787.25,ACC-000087;ACC-000088;ACC-000089;ACC-000090
ACC-000087,CUST-000039,Business,BR-000086,2022-06-12,EUR,Active,834758.3419610779,733456.71,ACC-000086;ACC-000088;ACC-000089;ACC-000090
ACC-000088,CUST-000039,Business,BR-000086,2024-05-31,INR,Active,100863.34894464267,304285.94,ACC-000086;ACC-000087;ACC-000089;ACC-000090
ACC-000089,CUST-000039,Business,BR-000086,2021-05-27,USD,Active,824138.492918224,824138.49,ACC-000086;ACC-000087;ACC-000088;ACC-000090
ACC-000090,CUST-000039,Current,BR-000086,2021-08-26,INR,Active,1138536.028221268,1385872.85,ACC-000086;ACC-000087;ACC-000088;ACC-000089
ACC-000091,CUST-000040,Savings,BR-000170,2024-03-12,INR,Active,75.06933722498857,13350.3,ACC-000092
ACC-000092,CUST-000040,Savings,BR-000170,2024-07-06,INR,Active,174.62239983534636,17711.98,ACC-000091
ACC-000093,CUST-000041,Current,BR-000152,2024-10-20,INR,Active,577869.5470342758,592531.72,ACC-000094
ACC-000094,CUST-000041,Current,BR-000152,2024-09-12,USD,Active,179019.87381518565,459687.59,ACC-000093
ACC-000095,CUST-000042,Savings,BR-000018,2023-07-25,INR,Active,6008.112073106971,5049.42,ACC-000096
ACC-000096,CUST-000042,Current,BR-000018,2024-06-07,EUR,Active,18.33365987852268,25718.2,ACC-000095
ACC-000097,CUST-000043,Savings,BR-000045,2023-12-29,INR,Active,22225.396392672283,36423.05,ACC-000098
ACC-000098,CUST-000043,Savings,BR-000045,2023-04-12,INR,Active,2.7843774285195577,15548.52,ACC-000097
ACC-000099,CUST-000044,Savings,BR-000024,2022-05-08,INR,Active,4915.529895577702,6056.07,ACC-000100
ACC-000100,CUST-000044,Savings,BR-000024,2022-12-14,INR,Active,0.03002331063523006,1475.39,ACC-000099
ACC-000101,CUST-000045,Savings,BR-000058,2024-08-27,AED,Active,72.0605933111473,12765.41,
ACC-000102,CUST-000046,Current,BR-000061,2024-11-24,INR,Active,3713.337595526902,26954.56,ACC-000103;ACC-000104
ACC-000103,CUST-000046,Current,BR-000061,2024-11-08,INR,Active,46.21126480371066,10713.69,ACC-000102;ACC-000104
ACC-000104,CUST-000046,Savings,BR-000061,2024-11-13,INR,Active,97442.66110987435,97795.75,ACC-000102;ACC-000103
ACC-000105,CUST-000047,Savings,BR-000177,2024-12-06,INR,Active,255168.0950811212,386150.36,ACC-000106
ACC-000106,CUST-000047,Current,BR-000177,2024-04-09,INR,Active,68854.42286090931,200458.91,ACC-000105
ACC-000107,CUST-000048,Savings,BR-000118,2024-03-02,USD,Active,3565.8534495297076,8012.75,ACC-000108;ACC-000109
ACC-000108,CUST-000048,Current,BR-000118,2023-10-28,AED,Active,4207.20304427312,9678.4,ACC-000107;ACC-000109
ACC-000109,CUST-000048,Current,BR-000118,2023-04-25,INR,Active,148.85292903083018,8226.49,ACC-000107;ACC-000108
ACC-000110,CUST-000049,Current,BR-000177,2023-09-02,USD,Active,502.7778932678493,59010.5,
ACC-000111,CUST-000050,Savings,BR-000075,2024-12-15,USD,Active,58875.35962330239,72812.3,ACC-000112
ACC-000112,CUST-000050,Savings,BR-000075,2024-07-08,INR,Active,344558.9053720498,357587.76,ACC-000111
ACC-000113,CUST-000051,Current,BR-000036,2020-07-23,INR,Active,0.15487291693217003,7738.03,
ACC-000114,CUST-000052,Business,BR-000098,2024-11-05,INR,Active,1329741.0831574893,1428851.68,ACC-000115;ACC-000116;ACC-000117;ACC-000118
ACC-000115,CUST-000052,Current,BR-000098,2024-10-11,INR,Active,2037784.123646885,2018101.33,ACC-000114;ACC-000116;ACC-000117;ACC-000118
ACC-000116,CUST-000052,Current,BR-000098,2024-09-28,GBP,Active,2805189.600099683,3053768.17,ACC-000114;ACC-000115;ACC-000117;ACC-000118
ACC-000117,CUST-000052,Current,BR-000098,2024-09-14,INR,Active,1775186.2874822104,1775186.29,ACC-000114;ACC-000115;ACC-000116;ACC-000118
ACC-000118,CUST-000052,Current,BR-000098,2024-10-05,USD,Active,2520426.464689837,2376974.5,ACC-000114;ACC-000115;ACC-000116;ACC-000117
ACC-000119,CUST-000053,Current,BR-000172,2024-02-02,INR,Active,4894.149127106071,29217.44,ACC-000120;ACC-000121
ACC-000120,CUST-000053,Savings,BR-000172,2023-10-06,INR,Active,740.7837178424178,13654.12,ACC-000119;ACC-000121
ACC-000121,CUST-000053,Savings,BR-000172,2024-10-13,INR,Active,1043.8936471586453,11890.58,ACC-000119;ACC-000120
ACC-000122,CUST-000054,Savings,BR-000170,2021-07-19,EUR,Active,0.2921806708203838,934.91,ACC-000123;ACC-000124
ACC-000123,CUST-000054,Savings,BR-000170,2023-09-14,INR,Active,4895.2998000040225,5725.04,ACC-000122;ACC-000124
ACC-000124,CUST-000054,Savings,BR-000170,2024-09-28,USD,Active,11.739460680272089,685.37,ACC-000122;ACC-000123
ACC-000125,CUST-000055,Business,BR-000105,2022-09-02,INR,Active,1153625.156280456,1249025.44,ACC-000126;ACC-000127;ACC-000128;ACC-000129
ACC-000126,CUST-000055,Current,BR-000105,2022-06-16,GBP,Active,905588.395540453,839869.66,ACC-000125;ACC-000127;ACC-000128;ACC-000129
ACC-000127,CUST-000055,Business,BR-000105,2023-08-26,GBP,Active,112857.60923545394,477663.26,ACC-000125;ACC-000126;ACC-000128;ACC-000129
ACC-000128,CUST-000055,Business,BR-000105,2022-12-07,INR,Active,648416.8057618359,762697.59,ACC-000125;ACC-000126;ACC-000127;ACC-000129
ACC-000129,CUST-000055,Current,BR-000105,2022-01-06,USD,Active,366325.64284714696,441028.1,ACC-000125;ACC-000126;ACC-000127;ACC-000128
ACC-000130,CUST-000056,Savings,BR-000138,2023-10-25,USD,Active,296.0586644392747,1714.09,ACC-000131;ACC-000132
ACC-000131,CUST-000056,Savings,BR-000138,2024-11-23,USD,Active,103.99415691026252,1130.7,ACC-000130;ACC-000132
ACC-000132,CUST-000056,Savings,BR-000138,2022-07-29,INR,Active,3487.95724479285,4385.45,ACC-000130;ACC-000131
ACC-000133,CUST-000057,Savings,BR-000141,2023-09-30,EUR,Active,160750.5419053326,111265.22,ACC-000134;ACC-000135
ACC-000134,CUST-000057,Savings,BR-000141,2022-01-08,INR,Active,3.334120635011068,4027.33,ACC-000133;ACC-000135
ACC-000135,CUST-000057,Current,BR-000141,2022-08-14,GBP,Active,19533.150550585575,32886.45,ACC-000133;ACC-000134
ACC-000136,CUST-000058,Savings,BR-000177,2021-07-03,USD,Active,3210.449992156293,12673.75,
ACC-000137,CUST-000059,Current,BR-000122,2024-10-18,USD,Active,169699.27316142575,169699.27,ACC-000138;ACC-000139;ACC-000140;ACC-000141
ACC-000138,CUST-000059,Business,BR-000122,2023-10-05,INR,Active,387878.62265027256,439081.44,ACC-000137;ACC-000139;ACC-000140;ACC-000141
ACC-000139,CUST-000059,Current,BR-000122,2024-06-14,INR,Active,1982877.4512382604,2040789.57,ACC-000137;ACC-000138;ACC-000140;ACC-000141
ACC-000140,CUST-000059,Current,BR-000122,2023-02-09,EUR,Active,560495.2530651984,647930.02,ACC-000137;ACC-000138;ACC-000139;ACC-000141
ACC-000141,CUST-000059,Current,BR-000122,2024-05-10,USD,Active,395595.6540632894,395595.65,ACC-000137;ACC-000138;ACC-000139;ACC-000140
ACC-000142,CUST-000060,Current,BR-000055,2024-11-26,INR,Active,13968.393671774622,14781.58,ACC-000143;ACC-000144
ACC-000143,CUST-000060,Current,BR-000055,2023-06-16,INR,Active,5817.5853548267005,9205.2,ACC-000142;ACC-000144
ACC-000144,CUST-000060,Current,BR-000055,2024-11-04,GBP,Active,0.049610877992257885,386.67,ACC-000142;ACC-000143
ACC-000145,CUST-000061,Savings,BR-000048,2021-03-09,INR,Active,31.250262773193764,3414.35,
ACC-000146,CUST-000062,Savings,BR-000074,2024-09-06,INR,Active,5355.695264818477,20315.17,ACC-000147;ACC-000148
ACC-000147,CUST-000062,Current,BR-000074,2023-04-11,INR,Active,0.000479329781359868,3200.12,ACC-000146;ACC-000148
ACC-000148,CUST-000062,Current,BR-000074,2023-09-21,INR,Active,9261.14954500699,5757.71,ACC-000146;ACC-000147
ACC-000149,CUST-000063,Savings,BR-000032,2024-12-07,EUR,Active,349.09880381870425,2366.53,ACC-000150;ACC-000151
ACC-000150,CUST-000063,Savings,BR-000032,2024-12-07,INR,Active,325.2027115210817,16216.49,ACC-000149;ACC-000151
ACC-000151,CUST-000063,Current,BR-000032,2024-11-22,USD,Active,19141.443919680227,42776.34,ACC-000149;ACC-000150
ACC-000152,CUST-000064,Savings,BR-000069,2024-05-02,INR,Dormant,107197.44,107197.44,
ACC-000153,CUST-000065,Current,BR-000135,2020-07-01,INR,Active,66242.71000000021,10923.95,
ACC-000154,CUST-000066,Investment,BR-000017,2024-10-06,INR,Active,179358.56759290257,527470.69,
ACC-000155,CUST-000067,Current,BR-000093,2024-03-25,GBP,Active,18128.136706229987,4557.81,ACC-000156;ACC-000157
ACC-000156,CUST-000067,Current,BR-000093,2022-05-01,GBP,Active,50.20852868400294,9211.33,ACC-000155;ACC-000157
ACC-000157,CUST-000067,Current,BR-000093,2021-12-31,INR,Active,25404.064062585592,41810.02,ACC-000155;ACC-000156
ACC-000158,CUST-000068,Current,BR-000125,2022-03-13,INR,Active,3779672.311570441,1237243.25,ACC-000159;ACC-000160
ACC-000159,CUST-000068,Savings,BR-000125,2021-06-01,AED,Active,16494.929895170637,25381.79,ACC-000158;ACC-000160
ACC-000160,CUST-000068,Current,BR-000125,2021-05-01,INR,Dormant,78251.17,78251.17,ACC-000158;ACC-000159
ACC-000161,CUST-000069,Current,BR-000012,2024-11-27,INR,Active,16873.300779446592,86570.83,
ACC-000162,CUST-000070,Savings,BR-000142,2024-06-22,INR,Active,105.80811951322988,1248.4,ACC-000163;ACC-000164
ACC-000163,CUST-000070,Savings,BR-000142,2023-11-03,GBP,Active,9275.327127600356,10721.99,ACC-000162;ACC-000164
ACC-000164,CUST-000070,Savings,BR-000142,2024-09-26,INR,Active,1408.5562192428813,433.93,ACC-000162;ACC-000163
ACC-000165,CUST-000071,Savings,BR-000143,2023-03-12,INR,Active,277.5983510924975,6224.79,ACC-000166
ACC-000166,CUST-000071,Current,BR-000143,2023-12-24,USD,Active,337.5745593680277,4316.67,ACC-000165
ACC-000167,CUST-000072,Savings,BR-000055,2022-08-31,AED,Active,5798.007591432058,3316.12,ACC-000168;ACC-000169
ACC-000168,CUST-000072,Savings,BR-000055,2024-12-01,INR,Active,7458.504247459611,28357.37,ACC-000167;ACC-000169
ACC-000169,CUST-000072,Savings,BR-000055,2023-07-25,INR,Active,6698.2260907426535,24454.79,ACC-000167;ACC-000168
ACC-000170,CUST-000073,Current,BR-000117,2024-11-27,INR,Active,5.463616028188788,27804.54,
ACC-000171,CUST-000074,Savings,BR-000037,2024-04-22,INR,Active,141592.8878784301,177698.14,ACC-000172
ACC-000172,CUST-000074,Savings,BR-000037,2022-05-19,INR,Dormant,719740.8141166773,719740.81,ACC-000171
ACC-000173,CUST-000075,Savings,BR-000043,2022-01-08,USD,Active,8479.390340504062,5928.92,
ACC-000174,CUST-000076,Current,BR-000130,2023-07-09,USD,Active,59191.09330322278,43306.38,ACC-000175
ACC-000175,CUST-000076,Current,BR-000130,2023-03-22,EUR,Active,533.4418710942109,3153.22,ACC-000174
ACC-000176,CUST-000077,Savings,BR-000091,2024-09-30,INR,Active,596.1230840311609,6253.3,
ACC-000177,CUST-000078,Current,BR-000062,2020-10-17,EUR,Active,1203494.1819882826,1519394.17,ACC-000178;ACC-000179;ACC-000180;ACC-000181
ACC-000178,CUST-000078,Current,BR-000062,2023-10-10,EUR,Active,96426.09412453539,637216.56,ACC-000177;ACC-000179;ACC-000180;ACC-000181
ACC-000179,CUST-000078,Current,BR-000062,2020-02-13,INR,Active,990311.5775253773,1092064.94,ACC-000177;ACC-000178;ACC-000180;ACC-000181
ACC-000180,CUST-000078,Business,BR-000062,2021-01-18,EUR,Active,1209402.0905958798,1753346.56,ACC-000177;ACC-000178;ACC-000179;ACC-000181
ACC-000181,CUST-000078,Current,BR-000062,2022-01-11,INR,Active,813211.2717335301,1082290.85,ACC-000177;ACC-000178;ACC-000179;ACC-000180
ACC-000182,CUST-000079,Savings,BR-000077,2022-01-21,INR,Active,1735.8897402803295,7150.99,ACC-000183
ACC-000183,CUST-000079,Savings,BR-000077,2021-04-03,INR,Active,52.045030503516074,1832.13,ACC-000182
ACC-000184,CUST-000080,Savings,BR-000021,2024-09-12,INR,Active,116110.0503579606,125084.42,ACC-000185
ACC-000185,CUST-000080,Savings,BR-000021,2024-11-20,INR,Active,78443.32472854127,100144.74,ACC-000184
ACC-000186,CUST-000081,Savings,BR-000034,2024-10-15,USD,Active,72.74974608308457,1619.04,ACC-000187
ACC-000187,CUST-000081,Savings,BR-000034,2023-09-22,INR,Active,14142.273457834703,11016.65,ACC-000186
ACC-000188,CUST-000082,Savings,BR-000142,2024-05-15,USD,Active,2257.1630518936486,1199.65,ACC-000189;ACC-000190
ACC-000189,CUST-000082,Savings,BR-000142,2024-09-18,AED,Dormant,325805.8583265746,325805.86,ACC-000188;ACC-000190
ACC-000190,CUST-000082,Savings,BR-000142,2024-07-07,AED,Active,266.6542099132256,5603.44,ACC-000188;ACC-000189
ACC-000191,CUST-000083,Savings,BR-000014,2022-10-22,INR,Active,100626.29250766507,106903.71,ACC-000192;ACC-000193
ACC-000192,CUST-000083,Savings,BR-000014,2023-04-04,INR,Active,141688.86392304508,158286.71,ACC-000191;ACC-000193
ACC-000193,CUST-000083,Savings,BR-000014,2023-03-25,USD,Active,137815.4542001604,239869.82,ACC-000191;ACC-000192
ACC-000194,CUST-000084,Current,BR-000174,2020-07-15,INR,Active,131092.21203718762,307687.95,ACC-000195
ACC-000195,CUST-000084,Savings,BR-000174,2022-12-06,EUR,Active,8593.669520355168,134315.03,ACC-000194
ACC-000196,CUST-000085,Savings,BR-000110,2024-06-02,INR,Active,24771.944352940343,11817.41,ACC-000197
ACC-000197,CUST-000085,Savings,BR-000110,2024-05-05,INR,Active,5068.285565836091,14413.57,ACC-000196
ACC-000198,CUST-000086,Savings,BR-000058,2024-01-22,EUR,Active,716.87608186129,15313.09,ACC-000199;ACC-000200
ACC-000199,CUST-000086,Current,BR-000058,2022-01-08,AED,Active,614.4059449564588,6175.92,ACC-000198;ACC-000200
ACC-000200,CUST-000086,Savings,BR-000058,2022-03-12,INR,Active,335.3833897700606,5089.19,ACC-000198;ACC-000199
ACC-000201,CUST-000087,Savings,BR-000091,2022-10-19,INR,Active,0.0512241399516364,5871.1,
ACC-000202,CUST-000088,Savings,BR-000084,2023-05-16,INR,Active,5278.612042905153,17721.29,ACC-000203;ACC-000204
ACC-000203,CUST-000088,Savings,BR-000084,2020-04-22,USD,Active,124.69396766256114,6236.93,ACC-000202;ACC-000204
ACC-000204,CUST-000088,Savings,BR-000084,2022-12-25,INR,Dormant,750937.2490701424,750937.25,ACC-000202;ACC-000203
ACC-000205,CUST-000089,Savings,BR-000062,2024-10-22,INR,Active,265.79532163227714,2644.47,ACC-000206
ACC-000206,CUST-000089,Savings,BR-000062,2024-03-18,USD,Active,0.028484619555975803,115.25,ACC-000205
ACC-000207,CUST-000090,Savings,BR-000024,2024-01-20,INR,Active,1401.4985258992274,37569.72,ACC-000208
ACC-000208,CUST-000090,Current,BR-000024,2024-03-03,INR,Active,62650.20918568049,78721.78,ACC-000207
ACC-000209,CUST-000091,Savings,BR-000095,2022-02-19,INR,Active,1224.6803030533224,2078.08,
ACC-000210,CUST-000092,Current,BR-000126,2022-10-03,GBP,Active,92064.41445478052,44237.78,ACC-000211
ACC-000211,CUST-000092,Savings,BR-000126,2024-01-11,INR,Active,12188.825952222902,9777.78,ACC-000210
ACC-000212,CUST-000093,Current,BR-000128,2024-06-26,USD,Active,420212.80224305275,462340.73,ACC-000213;ACC-000214;ACC-000215;ACC-000216
ACC-000213,CUST-000093,Current,BR-000128,2022-07-29,INR,Active,660.4211813870315,200350.41,ACC-000212;ACC-000214;ACC-000215;ACC-000216
ACC-000214,CUST-000093,Current,BR-000128,2022-05-20,EUR,Active,300065.4370883163,499601.44,ACC-000212;ACC-000213;ACC-000215;ACC-000216
ACC-000215,CUST-000093,Current,BR-000128,2023-08-09,INR,Active,700844.9459273381,749045.35,ACC-000212;ACC-000213;ACC-000214;ACC-000216
ACC-000216,CUST-000093,Current,BR-000128,2024-08-11,INR,Active,308649.38956012926,439199.77,ACC-000212;ACC-000213;ACC-000214;ACC-000215
ACC-000217,CUST-000094,Savings,BR-000112,2022-01-25,INR,Active,1066.1957752638846,18162.53,
ACC-000218,CUST-000095,Savings,BR-000088,2023-05-19,INR,Active,457807.7322673977,457531.19,ACC-000219;ACC-000220
